-3.339134211575922677e+02,0.000000000000000000e+00,3.182114463317895456e+02
-1.601980936098916345e+03,0.000000000000000000e+00,-1.478728029577491725e+02
-4.714555891428009318e+02,0.000000000000000000e+00,-5.090598348722022024e+02
-4.385263300329409617e+02,0.000000000000000000e+00,8.035613492388002896e+02
-1.601980936098916345e+03,0.000000000000000000e+00,-1.147872802957749172e+03
1.313684990971554498e+03,0.000000000000000000e+00,7.033297219782928096e+02
-1.215102602298270313e+03,0.000000000000000000e+00,3.006943164769455734e+02
6.525041552708379413e+02,0.000000000000000000e+00,-7.037831049374285612e+02
-4.714555891428009318e+02,0.000000000000000000e+00,-1.509059834872202146e+03
9.636249147900954881e+00,0.000000000000000000e+00,5.173587199006584569e+02
-3.544222262526632790e+02,0.000000000000000000e+00,2.775604787536525464e+02
-1.459614311881094579e+02,0.000000000000000000e+00,-1.419509178546582461e+03
-4.385263300329409617e+02,0.000000000000000000e+00,-1.964386507611997104e+02
1.430787704505957208e+03,0.000000000000000000e+00,-1.219892918266474680e+03
-8.051634207785269837e+02,0.000000000000000000e+00,-7.013699550584640008e+01
-4.925939158723568880e+02,0.000000000000000000e+00,1.118894091722848088e+03
1.305835247362363560e+01,0.000000000000000000e+00,3.945996793821864230e+02
3.940987432643750310e+01,0.000000000000000000e+00,-9.452365405114710484e+02
-7.528398273588319398e+02,0.000000000000000000e+00,-4.601180785863685401e+02
-2.698880971418691388e+02,0.000000000000000000e+00,1.333215029615828144e+03
-2.558406420317429593e+02,0.000000000000000000e+00,-2.354886238715225772e+02
1.453998253689764169e+03,0.000000000000000000e+00,-8.800974156676888924e+02
-1.058351691780098690e+03,0.000000000000000000e+00,1.540446735089538834e+03
-1.040838833560226931e+03,0.000000000000000000e+00,9.284991191926228566e+02
3.955621510117248931e+02,0.000000000000000000e+00,-1.695841445595312507e+03
1.293372494091378258e+02,0.000000000000000000e+00,-9.230083509874064873e+01
-3.350729577119398073e+02,0.000000000000000000e+00,9.764704534374333207e+02
-7.318384555349495031e+02,0.000000000000000000e+00,1.749828711115113435e+02
2.110413872735472580e+02,0.000000000000000000e+00,-1.527508528475074456e+01
9.099573109790335366e+02,0.000000000000000000e+00,-2.361834535746494339e+02
-1.511159331247788487e+03,0.000000000000000000e+00,9.022685773971815024e+02
6.193036267613179007e+02,0.000000000000000000e+00,1.291423212035421557e+03
3.367434711726606906e+02,0.000000000000000000e+00,-1.530997648098104719e+03
4.599047628061647401e+02,0.000000000000000000e+00,-1.443217865557664027e+03
1.439330495756268874e+03,0.000000000000000000e+00,1.417332064041687545e+02
8.903582064795357098e+01,0.000000000000000000e+00,1.486311967985499450e+03
-1.359472669222060176e+03,0.000000000000000000e+00,-9.688550728032967072e+02
